,SMILES,fa7,parp1,5ht1b,jak2,braf
981,CC(C)N(Cc1cccs1)C(=O)C(=O)NCC(C)(C)C(C)(C)O,0.0,0.0,0.0,0.0,0.0
982,CCC[C@@H](C)N1C[C@H](C(=O)NCCCNCCCCOC)CC1=O,0.0,0.0,0.0,0.0,0.0
983,CCN1CC[C@@H](OCC2CCN(C(=O)C3(C)CCC3)CC2)C1,0.0,0.0,0.0,0.0,0.0
984,CCC[C@H](O)[C@@H](CO)NC(=O)[C@@H]1CCCCN1C(=O)c1ccccc1,0.0,0.0,0.0,0.0,0.0
985,CC[C@H](CC(F)F)C(=O)N[C@@H]1CN(CCc2ccccc2)C[C@H]1O,0.0,0.0,0.0,0.0,0.0
986,CCn1cc([C@@H]2OCC[C@@H]2CN[C@@H]2C[C@@H](O)[C@H]2n2cc(C)cn2)cn1,0.0,0.0,0.0,0.0,0.0
987,CC[C@@H](NCc1nc([C@@H]2CCCO2)n[nH]1)c1cccs1,0.0,0.0,0.0,0.0,0.0
988,CCCCC(=O)N1C[C@@H]2CCN(C(=O)c3cc(C)sn3)[C@@H]2C1,0.0,0.0,0.0,0.0,0.0
989,CCC(C)(C)C(=O)N1CCC[C@@H](NC(=O)Cc2ccccc2F)C1,0.0,0.0,0.0,0.0,0.0
990,CCC1(C(=O)N2CCCN(Cc3ccc4c(c3)nnn4C)CC2)CC1,0.0,0.0,0.0,0.0,0.0
991,CCOC(=O)N1CSC[C@@H]1C(=O)N[C@H](C)c1ccc(F)c(C)c1,0.0,0.0,0.0,0.0,0.0
992,CC[C@@H](F)CN1CCCN(C(=O)[C@H](C)Oc2ccccc2)CC1,0.0,0.0,0.0,0.0,0.0
993,CC[C@H](NC(=O)NCCOC[C@@H]1CCOC1)c1ccc(F)cc1F,0.0,0.0,0.0,0.0,0.0
994,CCOc1ccc(NC(=O)CNC(=O)c2cccnc2F)cc1,0.0,0.0,0.0,0.0,0.0
995,CC(C)[C@H]1C[C@@H](NC(=O)c2cc([N+](=O)[O-])cnc2O)CCO1,0.0,0.0,0.0,0.0,0.0
996,CC(C)Cn1ncnc1CN1C[C@@H](CNC(=O)c2ccoc2)[C@H](C)C1,0.0,0.0,0.0,0.0,0.0
997,CC(C)(C)OC(=O)N1C[C@@H]2[C@H](C1)[C@H]2NC(=O)CC[C@@H]1CCOC1,0.0,0.0,0.0,0.0,0.0
998,CCCCN1CCC(NC(=O)N[C@@H]2CCCC[C@@H]2O)CC1,0.0,0.0,0.0,0.0,0.0
999,CCc1ccccc1C(=O)N1CC(NC(=O)C2=COCCO2)C1,0.0,0.0,0.0,0.0,0.0
1000,CC(C)Cc1c[nH]c(C(=O)NCC2(NC(=O)CCC3CC3)CC2)c1,0.0,0.0,0.0,0.0,0.0
1001,CCC(C)(C)NC(=O)CN(C)[C@H]1CCN(C(=O)CCC(F)F)C1,0.0,0.0,0.0,0.0,0.0
1002,CCCCC(=O)N(C)C1CC(NC(=O)CCc2cnn(C)c2C)C1,0.0,0.0,0.0,0.0,0.0
1003,CC(C)(CNC(=O)OC(C)(C)C)CC(=O)N1CC[C@H]1C(=O)O,0.0,0.0,0.0,0.0,0.0
1004,CC(C)[C@H](NCCO[C@H]1CCCCO1)C(F)(F)F,0.0,0.0,0.0,0.0,0.0
1005,CC(C)n1ncc(C(=O)OCC(=O)Nc2cccc(Cl)c2)c1N,0.0,0.0,0.0,0.0,0.0
1006,CC1(C)C[C@@H](NC(=O)C(=O)NC[C@H]2CCc3ccccc32)CCO1,0.0,0.0,0.0,0.0,0.0
1007,CCNC(=O)CN(CC)C(=O)c1cnn(-c2ccc(Cl)cc2)c1C,0.0,0.0,0.0,0.0,0.0
1008,CCNC[C@@H]1C[C@H](C)CCN1C(=O)c1cnc2ccccn12,0.0,0.0,0.0,0.0,0.0
1009,CCOc1cc(CNC(=O)C2(C(=O)O)CC=CC2)ccc1OC,0.0,0.0,0.0,0.0,0.0
1010,CCc1nc([C@H](C)N[C@H]2C[C@@H](NC(=O)c3ccnc(OC)c3)C2)n[nH]1,0.0,0.0,0.0,0.0,0.0
1011,CCCN(CCNC(=O)C[C@@H]1CCCCO1)Cc1n[nH]c(C)n1,0.0,0.0,0.0,0.0,0.0
1012,CC(C)[C@H](C(=O)O)C(=O)NCCc1nnc2n1CCCCC2,0.0,0.0,0.0,0.0,0.0
1013,CC(C)(C)C(=O)N1CCCC[C@H]1CNC(=O)C12CCCN1CCC2,0.0,0.0,0.0,0.0,0.0
1014,CC(C)(C(=O)NC[C@H]1C[C@@H](NC(=O)COC2CCCC2)C1)C1CC1,0.0,0.0,0.0,0.0,0.0
1015,CCN(C(=O)C1=COCCO1)[C@H]1CCN(CC(C)C)C1,0.0,0.0,0.0,0.0,0.0
1016,CCc1nnc(N2CCCC[C@@H](C)C2)n1CCN1CCC[C@@H]1C,0.0,0.0,0.0,0.0,0.0
1017,CCCN(C(=O)c1cocn1)[C@@H]1CCN(C(=O)[C@@H]2C[C@H]3CC[C@@H]2O3)C1,0.0,0.0,0.0,0.0,0.0
1018,CC(C)[C@H](C(=O)NC1CN(CCN2CCCC2=O)C1)c1ccccc1,0.0,0.0,0.0,0.0,0.0
1019,CC[C@@H]1CCO[C@@H]1C(=O)N1CC[C@H](NCc2ccc(OC)nc2)C1,0.0,0.0,0.0,0.0,0.0
1020,CCN1CCO[C@H](C(=O)N2CCC[C@H]2CNc2ncccc2C#N)C1,0.0,0.0,0.0,0.0,0.0
1021,CCCCN1CCCC[C@@H]1CNC(=O)C(=O)N(C)Cc1cccnc1,0.0,0.0,0.0,0.0,0.0
1022,CC(C)N1CCC(C(=O)N[C@H]2CC[C@H](NCCC3CC3)CC2)CC1,0.0,0.0,0.0,0.0,0.0
1023,CCOC[C@H](C)NC(=O)N1CCO[C@@H]2CCC[C@@H]21,0.0,0.0,0.0,0.0,0.0
1024,CCc1cc(C)nc(NCCN(C)C(=O)[C@@H]2CC[C@@H]3C[C@@H]3C2)n1,0.0,0.0,0.0,0.0,0.0
1025,CC(C)NC(=O)[C@@H](C#N)C(=O)C1=CCC(C)(C)CC1,0.0,0.0,0.0,0.0,0.0
1026,CCc1noc(CCCC(=O)N2C[C@H]3CC[C@@H](C2)N3C(C)=O)n1,0.0,0.0,0.0,0.0,0.0
1027,CC[C@H](C)CCC(=O)N1CC(N(CC)C(=O)CCc2ccncc2)C1,0.0,0.0,0.0,0.0,0.0
1028,CCC(=O)N[C@H](C)C(=O)N(C)[C@H]1CCCN(C(=O)c2coc(C)c2)C1,0.0,0.0,0.0,0.0,0.0
1029,CC[C@@H](NC(=O)NCc1cc(C(N)=O)c2n1CCCC2)C(C)C,0.0,0.0,0.0,0.0,0.0
1030,CCNC(=O)c1ccc(N2CCC(N(C(C)=O)C(C)C)CC2)nc1,0.0,0.0,0.0,0.0,0.0
1031,CCn1c(C)nnc1CN1C[C@H](O)[C@H](NC(=O)[C@@H]2CCC(C)(C)C2)C1,0.0,0.0,0.0,0.0,0.0
1032,CCn1cnnc1CCNC(=O)Cc1ccc(Br)s1,0.0,0.0,0.0,0.0,0.0
1033,CCC(=O)NCC[C@@H]1CCN(C(=O)c2ccccc2OC2CCC2)C1,0.0,0.0,0.0,0.0,0.0
1034,CCCN(CCNC(=O)[C@@H]1CCC(F)(F)C1)C(=O)c1ccccn1,0.0,0.0,0.0,0.0,0.0
1035,CCC1(NC(=O)N[C@H]2CCC(=O)N[C@H]2C2CCNCC2)CCCC1,0.0,0.0,0.0,0.0,0.0
1036,CC(=O)CCCC(=O)N1CC[C@@H](NC(=O)c2ccc(C)cc2C)[C@@H]1C,0.0,0.0,0.0,0.0,0.0
1037,CCCC(=O)N1C[C@@H]2CN(C(=O)c3cccc4c3O[C@H](C)C4)C[C@@H]2C1,0.0,0.0,0.0,0.0,0.0
1038,CC[C@H]1CN(C(=O)NCc2cc(C)[nH]n2)[C@H](CC)CO1,0.0,0.0,0.0,0.0,0.0
1039,CCC(=O)N1CCC[C@@H](C(=O)Nc2ccc(NC(N)=O)cc2)C1,0.0,0.0,0.0,0.0,0.0
1040,CCN(Cc1cccc(NC(=O)NCC[C@@H]2CCCOC2)c1)C(C)=O,0.0,0.0,0.0,0.0,0.0
1041,CCCCCCCC[C@@H](N)C(=O)Nc1ccc(O)nc1,0.0,0.0,0.0,0.0,0.0
1042,CCC(CC)CN1C[C@@H]2C(NC(=O)c3cc(-c4ccco4)[nH]n3)[C@H]2C1,0.0,0.0,0.0,0.0,0.0
1043,CCC1(C(=O)N[C@H](C)CCNC(=O)C2=CCOCC2)CC1,0.0,0.0,0.0,0.0,0.0
1044,CCN(CCNC(=O)c1ccncc1Cl)C(=O)CCOC,0.0,0.0,0.0,0.0,0.0
1045,CC1(C)CCC(NS(=O)(=O)c2ccc(C#N)nc2)(C(N)=O)CC1,0.0,0.0,0.0,0.0,0.0
1046,CCCCCCC(=O)N(CCO)CCNC(=O)c1cc(CC)ccn1,0.0,0.0,0.0,0.0,0.0
1047,CC[C@@H](CN1CC[C@@H](NC(=O)Cc2csc3nccn23)C1)OC,0.0,0.0,0.0,0.0,0.0
1048,CCC(=O)N1CCC[C@H](C(=O)NCCCOC(C)(C)C)C1,0.0,0.0,0.0,0.0,0.0
1049,CCOC(=O)c1ccc(OC)c(N[C@@H]2C(=O)NCc3ccccc32)c1,0.0,0.0,0.0,0.0,0.0
1050,CCc1nccn1[C@@H](C)CC(=O)NCc1ccnc(C(=O)O)c1,0.0,0.0,0.0,0.0,0.0
1051,CC(C)C[C@H](CNC(=O)c1ccoc1)NC(=O)CCc1ccn(C)n1,0.0,0.0,0.0,0.0,0.0
1052,CC(C)NC(=O)CNCC1(NC(=O)C2CC3(CCC3)C2)CCCC1,0.0,0.0,0.0,0.0,0.0
1053,CCN1CCC(C(=O)NCCc2c[nH]c3ccncc23)CC1,0.0,0.0,0.0,0.0,0.0
1054,CCc1ocnc1C(=O)NCCN(C)C(=O)C[C@H](C)n1ccnc1,0.0,0.0,0.0,0.0,0.0
1055,CCc1ocnc1C(=O)N1CCCN(C(=O)c2cncs2)CC1,0.0,0.0,0.0,0.0,0.0
1056,CC(C)(C)[C@@H](NC(=O)NCCC1(CO)CC1)C(F)(F)F,0.0,0.0,0.0,0.0,0.0
1057,CCO[C@@H](C)C(=O)N(C)CCN(C)C(=O)c1cc(C)c(C)s1,0.0,0.0,0.0,0.0,0.0
1058,CC[C@@H](C)CN1CC[C@@H](CNC(=O)c2cnn(CCOC)c2)C1,0.0,0.0,0.0,0.0,0.0
1059,CCOC1CC(C(=O)N[C@H]2CCN(C(=O)c3oc(CC)nc3C)C2)C1,0.0,0.0,0.0,0.0,0.0
1060,CCC(=O)N1CCCC[C@H]1[C@H](C)NC(=O)CCc1nc(C)no1,0.0,0.0,0.0,0.0,0.0
1061,CCO[C@H](C)C(=O)NC[C@H](C)NC(=O)Cc1ccc(F)c(Cl)c1,0.0,0.0,0.0,0.0,0.0
1062,CC(C)[C@H](C(=O)N1CC(NC(=O)[C@H]2CC[C@H](C)CC2)C1)N(C)C,0.0,0.0,0.0,0.0,0.0
1063,CC(C)[C@H](C(=O)N1CCC(CNCc2ccccc2F)CC1)N(C)C,0.0,0.0,0.0,0.0,0.0
1064,CC(C)c1n[nH]cc1C(=O)NC[C@@H]1CCN(C(=O)C(C)(C)C2CC2)C1,0.0,0.0,0.0,0.0,0.0
1065,CCn1ncc(C(=O)NCC2=CCN(Cc3ccsc3)CC2)c1C,0.0,0.0,0.0,0.0,0.0
1066,CCCNC(=O)CCC(=O)N1C[C@H]2CC[C@@H](C1)N2C[C@H](CC)OC,0.0,0.0,0.0,0.0,0.0
1067,CC(=O)N1CCC(NC(=O)NC[C@H](C[C@@H](C)O)c2ccccc2)CC1,0.0,0.0,0.0,0.0,0.0
1068,CC[C@@H](CO)C(=O)Nc1ccc(C2(C)COC2)cc1,0.0,0.0,0.0,0.0,0.0
1069,CC[C@H](F)CN1[C@H]2CC[C@H]1CN(C(=O)c1ccc3c(c1)CCN3C)C2,0.0,0.0,0.0,0.0,0.0
1070,CCCC[C@@H](C)C(=O)N1CCN(Cc2nc(C(F)F)no2)CC1,0.0,0.0,0.0,0.0,0.0
1071,CCC[C@H](O)CNCc1c(F)ccc(Cl)c1F,0.0,0.0,0.0,0.0,0.0
1072,CC(=O)NCC(=O)N[C@@H]1CCCN(CCOc2ccc(C)cc2)C1,0.0,0.0,0.0,0.0,0.0
1073,CC(C)=C(F)C(=O)N[C@H]1CN(c2ncc(C#N)cc2F)CC[C@@H]1C,0.0,0.0,0.0,0.0,0.0
1074,CCO[C@@H](CC)C(=O)NC[C@@H](CC(C)C)N(C)C,0.0,0.0,0.0,0.0,0.0
1075,CCCOc1ccc(CN[C@@H]2CCN(c3cnn(C)c3)C2=O)c(C)c1,0.0,0.0,0.0,0.0,0.0
1076,CCCC1(C(=O)N[C@@H](CNC(=O)c2cnn(C(C)C)c2)C(C)C)CC1,0.0,0.0,0.0,0.0,0.0
1077,CCN(C(=O)[C@@H]1CC12CCC2)[C@H](C)CNC(=O)Cc1nnc(C)o1,0.0,0.0,0.0,0.0,0.0
1078,CCc1nocc1C(=O)N1C[C@H](CNC(=O)c2cnco2)C[C@H]1C,0.0,0.0,0.0,0.0,0.0
1079,CCC[C@H](C)C(=O)N1CC[C@H]2CC[C@@H](C1)N2C(=O)Cn1ccnc1C,0.0,0.0,0.0,0.0,0.0
1080,CCCC(=O)N1CCC[C@H](N(C)C(=O)c2cnc3n2CCC3)C1,0.0,0.0,0.0,0.0,0.0
1081,CCC[C@@H]1C[C@H]1C(=O)N1CCC(O)(CNCC2CCC2)CC1,0.0,0.0,0.0,0.0,0.0
1082,CCn1ccc(CN2CC[C@H]2CNC(=O)c2ccc(Cl)cn2)n1,0.0,0.0,0.0,0.0,0.0
1083,CC(C)=C(F)C(=O)N1CC[C@H](C)[C@@H](NC(=O)C2(F)CCOCC2)C1,0.0,0.0,0.0,0.0,0.0
1084,CC[C@@H](C)C(=O)N1CCCC[C@@H]1CNCc1cnc(C)s1,0.0,0.0,0.0,0.0,0.0
1085,CCCN(C(=O)CCCN(C)C(=O)OC)[C@@H]1CCNC1,0.0,0.0,0.0,0.0,0.0
1086,CCCC[C@@H](CNC(=O)[C@H]1CC12CCC2)NC(=O)c1ccc(C)nc1,0.0,0.0,0.0,0.0,0.0
1087,CC(C)=CC(=O)N[C@@H](C)CCNC(=O)C1(CC(C)C)CC1,0.0,0.0,0.0,0.0,0.0
1088,CCc1occc1C(=O)N1C[C@H](NC(=O)c2cnn(C)c2C)[C@@H](C)C1,0.0,0.0,0.0,0.0,0.0
1089,CCCCNC(=O)[C@@H]1CSCN1C(=O)[C@H](O)c1ccccc1,0.0,0.0,0.0,0.0,0.0
1090,CCN(C(=O)[C@@H]1COc2ccccc21)[C@H](C)CNC(=O)C1(C)CCC1,0.0,0.0,0.0,0.0,0.0
1091,CC(C)[C@H](C)C(=O)N1C[C@@H]2C[C@H]1CN2C(=O)CCc1ccoc1,0.0,0.0,0.0,0.0,0.0
1092,CC[C@@H](C(=O)OC(C)(C)C)n1cc(CN2CCOCC2)nn1,0.0,0.0,0.0,0.0,0.0
1093,CCC(=O)N1CC[C@H](NC(=O)c2ccncc2C(F)(F)F)C[C@H]1C,0.0,0.0,0.0,0.0,0.0
1094,CC(C)OC[C@@H](O)CN(Cc1ccccc1)C[C@]1(O)CCO[C@@H]1C,0.0,0.0,0.0,0.0,0.0
1095,CCc1cc(C(=O)NCc2nc(C)cc(N(C)C)n2)[nH]n1,0.0,0.0,0.0,0.0,0.0
1096,CCn1nccc1CNC(=O)C(=O)NCC[C@@H]1C[C@@H](C)O[C@@H](C)C1,0.0,0.0,0.0,0.0,0.0
1097,CC[C@@H](C)CCC(=O)N1CCC[C@H]1CNC(=O)c1cc(C(N)=O)c[nH]1,0.0,0.0,0.0,0.0,0.0
1098,CCn1ccnc1[C@H](C)NCc1ccc(O[C@@H](C)C(=O)O)cc1,0.0,0.0,0.0,0.0,0.0
1099,CC(=O)N1CCO[C@H](CNC(=O)c2nsc3ccc(C)cc23)C1,0.0,0.0,0.0,0.0,0.0
1100,CCCN1C[C@@H](C)[C@H](NC(=O)c2cnn(CC(F)(F)F)c2)C1,0.0,0.0,0.0,0.0,0.0
1101,CC(C)Cc1ncc(C(=O)NC[C@H]2CC[C@@H](NCCO)C2)s1,0.0,0.0,0.0,0.0,0.0
1102,CCOCC(=O)N1CCC[C@@H](C)[C@H]1CNC(=O)c1ccnc(C)c1,0.0,0.0,0.0,0.0,0.0
1103,CC1(C)C[C@H](NC(=O)C(C)(F)F)CCN(C(=O)[C@H]2CCOC2)C1,0.0,0.0,0.0,0.0,0.0
1104,CCOC(=O)[C@H](CC)C(=O)NCc1cncc(C)c1,0.0,0.0,0.0,0.0,0.0
1105,CCc1cccnc1C(=O)N1CC(NC(=O)[C@@H]2CCO[C@@H]2C)C1,0.0,0.0,0.0,0.0,0.0
1106,CCC(=O)N1CCC[C@H]2CN(C(=O)C3(C)CC(F)(F)C3)CC[C@@H]21,0.0,0.0,0.0,0.0,0.0
1107,CC[C@H](NC(=O)NC1CCC2(CC1)OCCO2)c1noc(C)n1,0.0,0.0,0.0,0.0,0.0
1108,CC(C)[C@@H]1CCCCN1C(=O)NCCN1CCNCC1,0.0,0.0,0.0,0.0,0.0
1109,CCOCCCC(=O)N[C@@H](C)CCNC(=O)c1cc2n(n1)CCC2,0.0,0.0,0.0,0.0,0.0
1110,CCN(C(=O)Cn1cc(Cl)cn1)C1CN(C(=O)C2CCCC2)C1,0.0,0.0,0.0,0.0,0.0
1111,CC(C)(C)C(=O)C(=O)NCCNCc1noc(-c2ccccc2)n1,0.0,0.0,0.0,0.0,0.0
1112,CCCCCN[C@@H]1CCN(C(=O)CN(C)CC(C)(C)C)C1,0.0,0.0,0.0,0.0,0.0
1113,CC(C)CNC(=O)[C@@H](C)NCCCC[C@@H](C)NC(=O)CCN(C)C,0.0,0.0,0.0,0.0,0.0
1114,CC(C)(CCN1CCCCCC1)NC(=O)c1cccc(C(=O)O)n1,0.0,0.0,0.0,0.0,0.0
1115,CCCN(CCNC(=O)CCc1ncccn1)C(=O)c1oncc1C,0.0,0.0,0.0,0.0,0.0
1116,CC(=O)NC[C@H]1C[C@H](C)N(C(=O)c2ccc(C(C)C)nc2O)C1,0.0,0.0,0.0,0.0,0.0
1117,CCC(=O)N1C[C@H]2CC[C@H]1[C@@H](NC(=O)C1(F)CCOCC1)C2,0.0,0.0,0.0,0.0,0.0
1118,CCC(CC)CN1CCC[C@H](NC(=O)CCN2CCOCC2)CC1,0.0,0.0,0.0,0.0,0.0
1119,CCO[C@@H](C)C(=O)N1C[C@H]2CN(CC(C)C)C[C@@]2(C)C1,0.0,0.0,0.0,0.0,0.0
1120,CCOC(=O)c1noc(NC(=O)[C@@H]2CC[C@H](C)C2)c1C,0.0,0.0,0.0,0.0,0.0
1121,CCC[C@@H](C(=O)N1CC[C@@H]1CNC(=O)COCC)c1ccccc1,0.0,0.0,0.0,0.0,0.0
1122,CC(C)C[C@H](C)C(=O)N1C[C@@H]2CN(C(=O)[C@H](C)C(F)(F)F)C[C@@H]2C1,0.0,0.0,0.0,0.0,0.0
1123,CC(=O)N1CC[C@@H](N2CCN(c3nc4cccc(C)c4o3)CC2)C1,0.0,0.0,0.0,0.0,0.0
1124,CCC(CC)NC(=O)[C@H](C)SC[C@@H]1CCCCO1,0.0,0.0,0.0,0.0,0.0
1125,CCn1nc(C)c(CN2CC[C@H]2CNC(=O)c2ccc(Cl)o2)n1,0.0,0.0,0.0,0.0,0.0
1126,CC[C@H](F)C(=O)N1CCC[C@@H](NC(=O)C2(C3CC3)CC2)CC1,0.0,0.0,0.0,0.0,0.0
1127,CCN(Cc1ccc2c(c1)OCO2)C(=O)C(=O)NC1CCOCC1,0.0,0.0,0.0,0.0,0.0
1128,CCCc1occc1C(=O)N[C@@H]1CN(C(=O)c2ccccn2)C[C@H]1O,0.0,0.0,0.0,0.0,0.0
1129,CCc1nocc1C(=O)NC[C@@H]1CN(CC#CCOC)C[C@H]1C,0.0,0.0,0.0,0.0,0.0
1130,CC[C@@H](F)C(=O)NCC1CCN(Cc2nnc(C)n2CC)CC1,0.0,0.0,0.0,0.0,0.0
1131,CC[C@@H](CNC(=O)c1cc(C)no1)NC(=O)c1ccncc1Cl,0.0,0.0,0.0,0.0,0.0
1132,CCOC(=O)[C@H](Cc1ccccn1)N[C@@H]1CC[C@H](CC)C1,0.0,0.0,0.0,0.0,0.0
1133,CCn1nncc1CN[C@H]1CN(C(=O)c2cc(F)ccc2C)C[C@@H]1C,0.0,0.0,0.0,0.0,0.0
1134,CCCc1ccccc1NC(=O)C(=O)NC[C@H](CO)CC1CC1,0.0,0.0,0.0,0.0,0.0
1135,CC[C@@H](C(=O)N1CC[C@@H](CCNC(=O)c2nccn2CC)C1)N(C)C,0.0,0.0,0.0,0.0,0.0
1136,CC(C)(C)OC(=O)NC1CC(NCc2cccnc2-n2cccn2)C1,0.0,0.0,0.0,0.0,0.0
1137,CCc1cc(N2CCC(N[C@H](C)C(=O)O)CC2)ncn1,0.0,0.0,0.0,0.0,0.0
1138,CCOc1cc(-c2noc([C@@H](N)COC)n2)ccc1OC,0.0,0.0,0.0,0.0,0.0
1139,CC1(C(=O)N[C@H]2CCN(c3cncc(Cl)n3)C2)CCC1,0.0,0.0,0.0,0.0,0.0
1140,CC(C)(C)OC(=O)NC[C@H](NC(=O)c1nc[nH]n1)C(C)(C)C,0.0,0.0,0.0,0.0,0.0
1141,CCOC(=O)[C@H]1CCCN(C(=O)c2cc(C)nc3c2c(C)nn3C)C1,0.0,0.0,0.0,0.0,0.0
1142,CCOC(=O)C[C@@H]1CCN(Cc2nccn2C)C[C@@H]1C,0.0,0.0,0.0,0.0,0.0
1143,CC[C@@H](Oc1cccc(C)c1)C(=O)N[C@H]1CC[C@H](NC[C@H](C)O)CC1,0.0,0.0,0.0,0.0,0.0
1144,CCC[C@H](C(=O)O)N(C)C[C@@H]1CCCC2(CCC2)O1,0.0,0.0,0.0,0.0,0.0
1145,CC(C)(C)N1C[C@H](C(=O)NC[C@@H]2C[C@@H](c3ccccc3)CO2)CC1=O,0.0,0.0,0.0,0.0,0.0
1146,CC[C@@H](C)CN1CCCO[C@@H](CNC(=O)CC(C)=C(C)C)C1,0.0,0.0,0.0,0.0,0.0
1147,CCC(=O)N1CC[C@@H](N(CC)C(=O)Cc2ccn(CC)n2)C1,0.0,0.0,0.0,0.0,0.0
1148,CC(C)C1(C(=O)N2CCCC[C@@H]2CNC(=O)[C@H]2CC2(C)C)CC1,0.0,0.0,0.0,0.0,0.0
1149,CC[C@@H](OC)C(=O)N(C)C[C@@H](C)Nc1ncnc2c1ncn2CC,0.0,0.0,0.0,0.0,0.0
1150,CC(C)C(=O)NC[C@@H](C)NC(=O)c1ccc2nccnc2c1,0.0,0.0,0.0,0.0,0.0
1151,CC(C)c1ccc(CCNC(=O)NC[C@@H](C)CCO)cc1,0.0,0.0,0.0,0.0,0.0
1152,CC(=O)NC[C@H]1CCCCN1C(=O)C[C@H](C)c1ccncc1,0.0,0.0,0.0,0.0,0.0
1153,CCN(CCNC(=O)c1csc(Cl)c1)C(=O)C1CC(OC)C1,0.0,0.0,0.0,0.0,0.0
1154,CCOc1ccc(C(=O)N2C[C@@H](NC(=O)CC3CCC3)C[C@@H]2C)cc1,0.0,0.0,0.0,0.0,0.0
1155,CC(C)CCN1C[C@@H]2CCN(C(=O)C(=O)N3CC[C@H](C)C3)[C@@H]2C1,0.0,0.0,0.0,0.0,0.0
1156,CCCC(=O)N[C@@H](CNC(=O)COc1cccc(Cl)c1)C(C)C,0.0,0.0,0.0,0.0,0.0
1157,CCCC(=O)N1C[C@@H]2CC[C@@H](NCc3cncc(F)c3)[C@@H]2C1,0.0,0.0,0.0,0.0,0.0
1158,CC[C@H](Oc1cccc(C)c1)C(=O)N[C@H](CO)c1cccnc1,0.0,0.0,0.0,0.0,0.0
1159,CCC(CC)CNC[C@H]1CCCC[C@@H]1NC(=O)c1ccnn1C,0.0,0.0,0.0,0.0,0.0
1160,CC(C)(CNC(=O)NCc1ccoc1)c1ccncc1,0.0,0.0,0.0,0.0,0.0
1161,CC[C@@H](C)c1nnc(N(C)CC)n1C[C@@H]1CCN(CC)C1,0.0,0.0,0.0,0.0,0.0
1162,CCc1ccc(CN(C)C(=O)NC[C@H]2CC(=O)N(C(C)(C)C)C2)cc1,0.0,0.0,0.0,0.0,0.0
1163,CCc1cccnc1-c1noc(-c2cc(F)c[nH]2)n1,0.0,0.0,0.0,0.0,0.0
1164,CCCCC(=O)N[C@H]1CCCN(C(=O)CCn2ccnc2)CC1,0.0,0.0,0.0,0.0,0.0
1165,CC(C)CC(C)(C)C(=O)N1CC[C@H]1CNC(=O)c1ccc(C(N)=O)o1,0.0,0.0,0.0,0.0,0.0
1166,CC[C@@H](NC(=O)Nc1cccc(C(N)=O)n1)[C@H]1CC1(C)C,0.0,0.0,0.0,0.0,0.0
1167,CCCOCC(=O)NCCCCCCNCc1nc(C2CC2)no1,0.0,0.0,0.0,0.0,0.0
1168,CCOCC(=O)N1CC[C@H](CNCc2ccc(F)cc2C)[C@@H](C)C1,0.0,0.0,0.0,0.0,0.0
1169,CC(C)(C)OC(=O)NC1(C(=O)N2CC[C@H](c3cccnc3)C2)CCC1,0.0,0.0,0.0,0.0,0.0
1170,CC(C)NC[C@@H]1CCC[C@@H]1NC(=O)c1c[nH]nc1C1CC1,0.0,0.0,0.0,0.0,0.0
1171,CCc1cnc(NC(=O)C(=O)N[C@H]2CCO[C@H]2C2CC2)s1,0.0,0.0,0.0,0.0,0.0
1172,CCC(=O)N1CCCC[C@@H]1C(=O)OC[C@@H]1CCCN(C(C)C)C1,0.0,0.0,0.0,0.0,0.0
1173,CCCCOCCN[C@@H](C)C[C@@H](C)NC(=O)CC1(O)CCC1,0.0,0.0,0.0,0.0,0.0
1174,CCc1nnc(C)cc1C(=O)N1CC(N(CC)C(=O)[C@H](C)C#N)C1,0.0,0.0,0.0,0.0,0.0
1175,CC1CCC(C#N)(N(C)C(=O)[C@H](C)N2C[C@@H](C)C[C@@H](O)C2)CC1,0.0,0.0,0.0,0.0,0.0
1176,CC(C)OCC(=O)N[C@@H](C)C1CN(C(=O)c2ccn3ccnc3c2)C1,0.0,0.0,0.0,0.0,0.0
1177,CCOC(=O)CC[C@@H]1CCCN(Cc2nccn2C(F)F)C1,0.0,0.0,0.0,0.0,0.0
1178,CC(C)(F)C(=O)N1CC[C@@]2(CCN(C(=O)COc3ccccc3)C2)C1,0.0,0.0,0.0,0.0,0.0
1179,CCCCCCCS(=O)(=O)NC[C@@]1(C)CCC(=O)N1,0.0,0.0,0.0,0.0,0.0
1180,CC(C)(C)n1nccc1NC(=O)NC[C@H]1CC2(CCOCC2)CO1,0.0,0.0,0.0,0.0,0.0
1181,CCN(CC)[C@H](CNS(=O)(=O)N1C[C@H](C)OC[C@H]1C)CC(C)C,0.0,0.0,0.0,0.0,0.0
1182,CC(C)c1noc(CCC(=O)N2CC[C@@H](NCC3CC(C)(C)C3)C2)n1,0.0,0.0,0.0,0.0,0.0
1183,CCN1CCCC[C@@H]1CNC(=O)C(=O)N[C@@H](C)c1nnc(C)s1,0.0,0.0,0.0,0.0,0.0
1184,CCc1nc(C#N)cc(N2C[C@H](CNC(=O)C(C)(C)CC)[C@H](O)C2)n1,0.0,0.0,0.0,0.0,0.0
1185,CCOC(=O)Cc1cnc(NCc2cnn(C(C)C)c2)s1,0.0,0.0,0.0,0.0,0.0
1186,CC[C@@H]1CN(C(=O)N[C@@H]2CCc3c(O)cccc32)CC[C@H]1N,0.0,0.0,0.0,0.0,0.0
